CGCMT17P8,308711008,8,8-021,20171117,,HAMPTON INN SUITES BLOOMINGTON NORMAL,320 SOUTH TOWANDA AVENUE,NORMAL,IL,61761,,LO,2007,2015,,128,6,0.01767080,0.01767080,562240.6790,N,,20170423,15600000,,,,,,,,,,,,,,,,,,,20170929,3738690,2192200,1546490,3.3332,15600000,20170423,0.7080,,,,,,,,,,,,,,,,20170929,,,,,,,,,1396942,3.0108,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-022,20171117,,COURTYARD CHICO,2481 CARMICHAEL DRIVE,CHICO,CA,95928,,LO,2005,2015,,90,6,0.01733090,0.01733090,551425.910750,N,,20170423,15300000,,,,,,,,,,,,,,,,,,,20170929,3850184,2256991,1593193,3.5012,15300000,20170423,0.8460,,,,,,,,,,,,,,,,20170929,,,,,,,,,1439186,3.1627,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-023,20171117,,HAMPTON INN SUITES KOKOMO,2920 SOUTH REED ROAD,KOKOMO,IN,46902,,LO,1997,2013,,105,6,0.01676460,0.01676460,533407.6605,N,,20170423,14800000,,,,,,,,,,,,,,,,,,,20170929,3680914,2278112,1402802,3.1869,14800000,20170423,0.7790,,,,,,,,,,,,,,,,20170929,,,,,,,,,1255565,2.8524,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-024,20171117,,HAMPTON INN SUITES SOUTH BEND,52709 STATE ROAD 933,SOUTH BEND,IN,46637,,LO,1997,2014,,117,6,0.01676460,0.01676460,533407.6605,N,,20170423,14800000,,,,,,,,,,,,,,,,,,,20170929,3810166,2425551,1384615,3.1456,14800000,20170423,0.6990,,,,,,,,,,,,,,,,20170929,,,,,,,,,1232208,2.7993,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-025,20171117,,COURTYARD WICHITA FALLS,3800 TARRY STREET,WICHITA FALLS,TX,76308,,LO,2009,2017,,93,6,0.01597170,0.01597170,508179.564750,N,,20170423,14100000,,,,,,,,,,,,,,,,,,,20170929,3121444,1900977,1220467,2.9103,14100000,20170423,0.7740,,,,,,,,,,,,,,,,20170929,,,,,,,,,1095609,2.6126,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-026,20171117,,HAMPTON INN MOREHEAD,4035 ARENDELL STREET,MOREHEAD CITY,NC,28557,,LO,1991,2017,,118,6,0.01551860,0.01551860,493763.0555,N,,20170423,13700000,,,,,,,,,,,,,,,,,,,20170929,3154358,1934119,1220239,2.9947,13700000,20170423,0.6660,,,,,,,,,,,,,,,,20170929,,,,,,,,,1094065,2.6851,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-027,20171117,,RESIDENCE INN CHICO,2485 CARMICHAEL DRIVE,CHICO,CA,95928,,LO,2005,2014,,78,6,0.01506550,0.01506550,479346.546250,N,,20170423,13300000,,,,,,,,,,,,,,,,,,,20170929,3273836,1934701,1339135,3.3854,13300000,20170423,0.88,,,,,,,,,,,,,,,,20170929,,,,,,,,,1208182,3.0543,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-028,20171117,,COURTYARD LUFKIN,2130 SOUTH FIRST STREET,LUFKIN,TX,75901,,LO,2009,2017,,101,6,0.01438580,0.01438580,457720.1915,N,,20170423,12700000,,,,,,,,,,,,,,,,,,,20170929,2752597,1904207,848390,2.2461,12700000,20170423,0.6490,,,,,,,,,,,,,,,,20170929,,,,,,,,,738286,1.9546,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-029,20171117,,HAMPTON INN CARLISLE,1164 HARRISBURG PIKE,CARLISLE,PA,17013,,LO,1997,2014,,97,6,0.01427250,0.01427250,454115.268750,N,,20170423,12600000,,,,,,,,,,,,,,,,,,,20170929,3439196,2184723,1254473,3.3475,12600000,20170423,0.7610,,,,,,,,,,,,,,,,20170929,,,,,,,,,1116905,2.9804,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-030,20171117,,SPRINGHILL SUITES WILLIAMSBURG,1644 RICHMOND ROAD,WILLIAMSBURG,VA,23185,,LO,2002,2012,,120,6,0.01427250,0.01427250,454115.268750,N,,20170423,12600000,,,,,,,,,,,,,,,,,,,20170929,3361901,2351318,1010583,2.6967,12600000,20170423,0.7170,,,,,,,,,,,,,,,,20170929,,,,,,,,,876107,2.3379,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-031,20171117,,FAIRFIELD INN BLOOMINGTON,120 SOUTH FAIRFIELD DRIVE,BLOOMINGTON,IN,47404,,LO,1995,2015,,105,6,0.01415930,0.01415930,450513.527750,N,,20170423,12500000,,,,,,,,,,,,,,,,,,,20170929,3018966,1596789,1422177,3.8254,12500000,20170423,0.8710,,,,,,,,,,,,,,,,20170929,,,,,,,,,1271229,3.4194,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-032,20171117,,WACO RESIDENCE INN,501 SOUTH UNIVERSITY,WACO,TX,76706,,LO,1997,2012,,78,6,0.01381940,0.01381940,439698.7595,N,,20170423,12200000,,,,,,,,,,,,,,,,,,,20170929,3136681,2098979,1037702,2.8599,12200000,20170423,0.82,,,,,,,,,,,,,,,,20170929,,,,,,,,,912235,2.5141,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-033,20171117,,HOLIDAY INN EXPRESS FISHERS,9791 NORTH BY NORTHEAST BOULEVARD,FISHERS,IN,46037,,LO,2000,2012,,115,6,0.01291330,0.01291330,410868.922750,N,,20170423,11400000,,,,,,,,,,,,,,,,,,,20170929,3176450,2097967,1078483,3.1808,11400000,20170423,0.6710,,,,,,,,,,,,,,,,20170929,,,,,,,,,951425,2.8061,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-034,20171117,,LARKSPUR LANDING FOLSOM,121 IRON POINT ROAD,FOLSOM,CA,95630,,LO,2000,,,84,6,0.01257340,0.01257340,400054.1545,N,,20170423,11100000,,,,,,,,,,,,,,,,,,,20170929,2902484,1927519,974965,2.9532,11100000,20170423,0.8640,,,,,,,,,,,,,,,,20170929,,,,,,,,,858866,2.6016,,,,,,,CMSA,,,,,,,N,,,,,,,,
